Player Name,Batting Type,Hand,Pitching Type,Hand Bonus,Season,bruh,,,,
Dog Man,XB,Right,,,4,,,,,
Maxo Caluow,1B,Left,,,4,,,,,
Jack Kasutori,BC,Right,,,4,,,,,
Dick Cockman,XB,Right,,,4,,,,,
Deleted Player,TT,Right,,,4,,,,,
Elwood Blues,BP,Right,,,4,,,,,
Thelonius Jarts,WC,Left,,,4,,,,,
Buttmud Brooks,BP,Right,,,4,,,,,
H.E. Pennypacker,WC,Right,,,4,,,,,
Sniffer Pownes,BP,Right,,,4,,,,,
Senior Poopfeast,WC,Right,,,4,,,,,
Finn Twatenson,XB,Right,TT,S,4,,,,,
Tank Tucker,TT,Left,,,4,,,,,
Suki Tamagotchi,BC,Left,,,4,,,,,
Nick Dudley,SM,Right,,,4,,,,,
Fyuk Yu,1B,Right,,,4,,,,,
Saitoo Syde,TT,Right,,,4,,,,,
Jose Jose-Jose,MH,Right,,,4,,,,,
Biggie Moonshota,BP,Left,,,4,,,,,
B.B. Bambino Jr.,SM,Right,,,4,,,,,
~~~ DR,MH,Right,,,4,,,,,
Dallas Hamilton,S,Right,,,4,,,,,
King Fielder,BP,Right,,,4,,,,,
Forehead Jones,MH,Left,,,4,,,,,
Clip Toller,BP,Left,,,4,,,,,
Doughy Blobbo,WC,Right,,,4,,,,,
Charles Moore,HK,Right,,,4,,,,,
Deirf Smith,XB,Left,,,4,,,,,
Red Trapper,MH,Left,,,4,,,,,
Oil Can Titcomb,XB,Right,,,4,,,,,
Radio Head,BC,Right,,,4,,,,,
Kanye East,XB,Right,,,4,,,,,
Otis Falconer,XB,Left,,,4,,,,,
Lenny Van der Bakker,TT,Right,,,4,,,,,
John Lindros,EN,Left,,,4,,,,,
Rod Stewart,1B,Left,,,4,,,,,
Qwerty Jenkins,BP,Left,,,4,,,,,
Johnny Brujo,BP,Left,,,4,,,,,
Jay Cooper,TT,Right,,,4,,,,,
Dalton Steever,BP,Left,,,4,,,,,
Garlick Bread,S,Left,,,4,,,,,
Will Power,BN,Right,,,4,,,,,
Kimberly Jongun,WC,Right,,,4,,,,,
Mac Aves,XB,Left,,,4,,,,,
Owen Thirlwell,BC,Right,,,4,,,,,
Clipper Charge,BC,Right,,,4,,,,,
Trey Rangers,BN,Right,,,4,,,,,
Zachary Benz,EN,Left,,,4,,,,,
walnuts labonte,1B,Right,,,4,,,,,
Splash Nelson,1B,Right,,,4,,,,,
Jonathan Park,BP,Right,,,4,,,,,
Dong Soto,TT,Right,,,4,,,,,
Myler Kurray,XB,Left,,,4,,,,,
John Fitz,BC,Right,,,4,,,,,
Kid Notcher,BC,Right,,,4,,,,,
Niko Banks,XB,Right,,,4,,,,,
Rumple Foreskin,XB,Right,,,4,,,,,
dednuts,MH,Right,,,4,,,,,
Gordan Freemon,XB,Right,,,4,,,,,
Packer Jacker,BC,Left,,,4,,,,,
Basepath McLean,BC,Right,,,4,,,,,
Chadimir Guerrero Jr.,BC,Right,,,4,,,,,
Red Lobsterologist,EN,Right,EN,B,4,,,,,
Josh Bay,WC,Right,,,4,,,,,
Dale Gale,WC,Right,,,4,,,,,
Finn Elvis,S,Right,,,4,,,,,
Threepointsix Roentgen,S,Left,,,4,,,,,
Clapper Cheeks,BC,Left,,,4,,,,,
Mike Dexter,S,Right,BB,B,4,,,,,
Millistingo Ansherwaras,S,Right,,,4,,,,,
Fizzber Doormat,XB,Left,,,4,,,,,
Taco Sanchez,S,Right,,,4,,,,,
Farch Assterfield,WC,Right,,,4,,,,,
Christian King,BP,Right,,,4,,,,,
Finley Mulligan,1B,Right,,,4,,,,,
Prince Fuzzdong,WC,Left,,,4,,,,,
Lief de la Foret,1B,Right,,,4,,,,,
Alexander DeGreat,XB,Right,,,4,,,,,
Damon Lindelof,XB,Right,,,4,,,,,
Frankie Francisco,S,Left,,,4,,,,,
Balow Average,BN,Right,,,4,,,,,
Harvey Bargeparge,BC,Left,,,4,,,,,
James Garfield,BC,Left,,,4,,,,,
Barney Turbo,S,Right,,,4,,,,,
Carter Strong,SF,Left,,,4,,,,,
Pablo Sanchez,BN,Right,,,4,,,,,
Ozzie Baez,BN,Right,,,4,,,,,
Autumn Halladay,BC,Left,,,4,,,,,
Javier Abiscal,BC,Left,,,4,,,,,
Jingo Bajingo,BP,Right,,,4,,,,,
Marcus Hammond,BN,Right,,,4,,,,,
Dom Stakes,BC,Right,,,4,,,,,
Storm Johnson,BC,Right,,,4,,,,,
Brohei Brohtani,BP,Left,,,4,,,,,
Alex Brown,1B,Right,,,4,,,,,
Jake Wilson,EN,Right,,,4,,,,,
Overdi Fenz,SM,Right,,,4,,,,,
iato yalf,TT,Left,,,4,,,,,
Jeremy Strong,EN,Right,,,4,,,,,
Eddie Swingstyle,EN,Right,,,4,,,,,
Miles Huh,XB,Right,,,4,,,,,
Don El Patron,XB,Right,,,4,,,,,
Holden MaGroin,1B,Right,,,4,,,,,
Devaunte Rider,S,Right,,,4,,,,,
Dookie Stane,1B,Left,EG,S,4,,,,,
Rebecco Junior,XB,Right,,,4,,,,,
Pavel Pavelovski,1B,Left,,,4,,,,,
Jack Acknoy,WC,Right,,,4,,,,,
Camusiark,1B,Right,,,4,,,,,
Odin Luka,TT,Right,,,4,,,,,
JT GarciaParr,XB,Right,,,4,,,,,
Bear Thomas,HK,Right,,,4,,,,,
John Bumbus,BC,Right,,,4,,,,,
Pretzels Poffenberger,BN,Right,,,4,,,,,
Doc JaAm,1B,Right,,,4,,,,,
Charles Lindberg,BP,Left,,,4,,,,,
Michael Deemer,EN,Right,,,4,,,,,
Trontavious Saddlebags,BP,Right,,,4,,,,,
Chuck McCluster,XB,Right,,,4,,,,,
Ovaltine Jenkins,BC,Right,,,4,,,,,
Jered Bentley,SF,Right,,,4,,,,,
Benjamin Bjorn,WC,Right,,,4,,,,,
Bert Harris,WC,Right,,,4,,,,,
AJ McMann,BC,Right,,,4,,,,,
Boof Boog,BN,Right,,,4,,,,,
Markese Rolle,XB,Right,,,4,,,,,
Hes Nahstee,XB,Left,,,4,,,,,
Mike Honcho,BN,Right,,,4,,,,,
Bill Bisquick,XB,Right,,,4,,,,,
Moomoo Cow,XB,Right,,,4,,,,,
Dee Snutts,WC,Left,,,4,,,,,
Joe McQueen,XB,Right,,,4,,,,,
Talladega Knight,BP,Right,,,4,,,,,
R.K. Maroon,1B,Right,,,4,,,,,
Dingleberry McHotsauce,BP,Left,,,4,,,,,
Trey Womancini,1B,Right,,,4,,,,,
Terry Jerry-Larry,BP,Right,,,4,,,,,
Ruiz Nomad,EN,Right,,,4,,,,,
George Honeycut,XB,Right,,,4,,,,,
D'Pez Poopsie,S,Left,,,4,,,,,
Austin Otterson,S,Right,,,4,,,,,
Dingus Dongus,S,Right,,,4,,,,,
Gabe Horn,1B,Left,,,4,,,,,
Orville Pigdicker,WC,Right,,,4,,,,,
Johnny Maxwell,BN,Right,,,4,,,,,
Clay FromShellCity,BP,Right,,,4,,,,,
Edward Strauss,BN,Left,,,4,,,,,
Assassin Panda,BP,Left,,,4,,,,,
Chad Kroeger,XB,Left,,,4,,,,,
Arata Hightower,BN,Right,,,4,,,,,
Forrest Gleeson,BN,Right,,,4,,,,,
Stephen Seconds,BN,Left,,,4,,,,,
Jeorjhe Jerome,BP,Right,,,4,,,,,
Jeffrey LaVert,1B,Left,FP,H,4,,,,,
Matt Verdin,XB,Right,,,4,,,,,
Tequila Sunrise,WC,Right,,,4,,,,,
Formal Riot,BC,Right,,,4,,,,,
A.J. Preller,BC,Left,,,4,,,,,
Tom Crean,BC,Left,,,4,,,,,
Xander MacAnder,BN,Right,,,4,,,,,
Grigury Polinko,BC,Left,,,4,,,,,
Smiffy Dankle,WC,Right,,,4,,,,,
Sir Ebe Rau-Paulsy,EN,Left,,,4,,,,,
Sammy SoSheesh,BP,Right,,,4,,,,,
Randy McRandom,WC,Right,,,4,,,,,
Abelardo Montoya,MH,Left,,,4,,,,,
Leonardo Fairweather,XB,Left,,,4,,,,,
Troy Pollywag,BP,Right,,,4,,,,,
Tommy Brown,TT,Left,,,4,,,,,
Sadler Oriole,BC,Right,,,4,,,,,
Wavy Gravy,EN,Left,FP,S,4,,,,,
Joe Runzer,XB,Right,,,4,,,,,
Conrad Love,BN,Left,,,4,,,,,
Demondre Bradford,TT,Left,,,4,,,,,
Joey Bagpipes,HK,Right,,,4,,,,,
Benjamin Baeurkemper,WC,Left,,,4,,,,,
Anatoli Smorin,1B,Left,,,4,,,,,
Victor Justice,BN,Left,,,4,,,,,
Mr. Irresistible,MH,Right,,,4,,,,,
Jack Medof,WC,Right,,,4,,,,,
Thomas Berry,BC,Right,,,4,,,,,
Iggy Metts,WC,Left,,,4,,,,,
Buck Cheeks,S,Left,,,4,,,,,
Baby Goat,S,Left,,,4,,,,,
Robert Callahan,XB,Right,,,4,,,,,
Pewdiepie,S,Right,,,4,,,,,
MikeTrout ShoheiOhtani,S,Left,,,4,,,,,
Larry Bigawls,XB,Right,,,4,,,,,
Snarkles McFarkles,XB,Left,,,4,,,,,
Cavendish Cannon,XB,Left,,,4,,,,,
Brat Monithan,BP,Right,,,4,,,,,
James Manzi,MH,Right,,,4,,,,,
Candy Sollazo,WC,Left,,,4,,,,,
Whatan Losser,XB,Left,,,4,,,,,
Minor Leaguer,BC,Right,,,4,,,,,
Jake Schultz,BN,Right,,,4,,,,,
Julio Cesar,BN,Right,,,4,,,,,
Jake Blee,WC,Right,,,4,,,,,
Mike Rodick,S,Right,,,4,,,,,
Captain Bryzzo,EN,Left,,,4,,,,,
Doug Quail,MH,Right,BB,H,4,,,,,
Ryan Vauhn,WC,Right,,,4,,,,,
Two Fingers Fernhaus,XB,Right,,,4,,,,,
Poopio Cartez,XB,Left,,,4,,,,,
Honeydick Swindler,BC,Left,,,4,,,,,
Dick Inhand,1B,Left,,,4,,,,,
Willie Mo Penis,MH,Right,,,4,,,,,
Herb Ferguson,SF,Left,,,4,,,,,
Starbux Lover,XB,Right,,,4,,,,,
Zion Williamson,SF,Right,,,4,,,,,
Basic Neutral,BN,Right,,,4,,,,,
Basic Power,BP,Right,,,4,,,,,
Basic Contact,BC,Right,,,4,,,,,
Maximum Homers,MH,Right,,,4,,,,,
Speedy,S,Right,,,4,,,,,
Extra Base Focus,XB,Right,,,4,,,,,
1B BB,1B,Right,,,4,,,,,
Extreme Neutral,EN,Right,EN,B,4,,,,,
Work The Count,WC,Right,,,4,,,,,
HR K,HK,Right,,,4,,,,,
Three True Outcomes,TT,Right,TT,B,4,,,,,
Sacrifice Master,SM,Right,,,4,,,,,
Single Focus,SF,Right,,,4,bruh,,,,
Donnie Draper,S,Right,TT,S,5,bruh,,,,
Chody McCarty,EN,Left,,,5,,,,,
Ananias Thomson,MH,Right,NH,B,5,,,,,
Marcus Hammond,BN,Right,,,5,,,,,
C.J. Yantzi,SF,Right,,,5,,,,,
Guido Ligiorno,SM,Left,TT,H,5,,,,,
Superbone Threefinger,1B,Right,EG,B,5,,,,,
Joel Embiid,S,Left,EG,S,5,,,,,
vladimir putin putin,SM,Left,BS,H,5,,,,,
Vinny Vedecci,BP,Left,,,5,,,,,
Cockus Mclong,BC,Right,,,5,,,,,
Artanis Jones,SM,Left,BS,H,5,,,,,
Chris Orosz,WC,Right,EG,B,5,,,,,
Rex Kidobi,BC,Left,,,5,,,,,
Haywood Jablome,BP,Right,,,5,,,,,
Big Nutty,WC,Right,WC,B,5,,,,,
Aidan Myers,BP,Right,NH,S,5,,,,,
Cole Schmole,BC,Right,NH,S,5,,,,,
Aaron Burr,BN,Right,TT,H,5,,,,,
Steel Pipe Simpson,BP,Left,FP,S,5,,,,,
Randy Pinkwood,XB,Right,,,5,,,,,
Oliver Yu,TT,Right,TD,B,5,,,,,
Kirby Birch,WC,Right,TD,H,5,,,,,
AllStar Lin,XB,Right,,,5,,,,,
icna comit,S,Left,TD,S,5,,,,,
Maddie Williams,S,Right,,,5,,,,,
Rickey Tucker,BP,Left,FP,H,5,,,,,
Joe Pidgeon,1B,Right,WC,S,5,,,,,
Poop McGee,XB,Left,BS,H,5,,,,,
William Lloyd Garrison,XB,Right,,,5,,,,,
BEST Nova,TT,Left,TT,H,5,,,,,
Jack Alpha,BN,Right,BB,B,5,,,,,
Mike Unt,SF,Right,,,5,,,,,
Heechul Kim,BN,Left,BB,,5,,,,,
Cal Tiberius Jr.,BN,Left,BF,B,5,,,,,
Roy Hobbs,1B,Right,,,5,,,,,
Dr.Degratest Toevadoit,S,Right,,,5,,,,,
Theodora DiBiaserunner,EN,Right,,,5,,,,,
Hannibal Bligh,BN,Right,EG,B,5,,,,,
Jeffrey Nolan,BP,Right,,,5,,,,,
Arthur Vandelay,HK,Right,FP,S,5,,,,,
Nori Aru,1B,Left,FP,H,5,,,,,
Jocko Jones,BN,Right,,,5,,,,,
Ashton Westenburg,BC,Right,,,5,,,,,
Ryan Gastings,SM,Left,EG,B,5,,,,,
Kris Pcock,SF,Left,,,5,,,,,
Zack Mouse,WC,Left,EG,S,5,,,,,
Charles Lindberg,BP,Left,,,5,,,,,
Benji Lyons,WC,Right,,,5,,,,,
Warren Andrews,HK,Right,EG,H,5,,,,,
Hannah Outlaw,BN,Left,,,5,,,,,
Charlie Bae Jr.,BC,Left,WC,B,5,,,,,
Ax Finesse,TT,Right,,,5,,,,,
Aych Imtiyaz,BC,Right,,,5,,,,,
Babatunde Oladotun,BP,Right,,,5,,,,,
Takahiro Hirasawa,SM,Left,,,5,,,,,
Junior Biggins,1B,Left,,,5,,,,,
Runner Buehler,EN,Right,,,5,,,,,
John Johnson Jr.,S,Right,BF,H,5,,,,,
Brian Taylor,SM,Left,TD,H,5,,,,,
Patrick Doyle,BP,Right,,,5,,,,,
Matt Murphy,EN,Right,,,5,,,,,
Beeg Yoshi,1B,Left,FP,H,5,,,,,
Bradle Beamen,XB,Right,TT,H,5,,,,,
Francis Swagger,MH,Left,BS,H,5,,,,,
Ben Bramly,XB,Right,EN,B,5,,,,,
Elmo Seabreeze,WC,Right,SF,S,5,,,,,
Henrik Omega,BP,Left,FP,S,5,,,,,
Layzer Gunn,BP,Right,EG,S,5,,,,,
Chipper Dipper,MH,Right,NT,B,5,,,,,
Connor Morgan,BC,Right,,,5,,,,,
Miguel Snow,MH,Right,,,5,,,,,
Homer Pimpson,WC,Left,,,5,,,,,
Bubba McCali,XB,Left,,,5,,,,,
Cap Keeler,XB,Right,WC,S,5,,,,,
Joe Trundle,BP,Right,,,5,,,,,
Bonesy McSkellington,1B,Left,NT,S,5,,,,,
Ronnie Wristclocks,SM,Right,,,5,,,,,
Pierre Bryant,BC,Left,,,5,,,,,
Mike Hampton,TT,Right,,,5,,,,,
Rocco Rudnikov,HK,Right,BF,B,5,,,,,
Napoleon Shortsleeve,S,Left,NH,H,5,,,,,
Sweet Bobby Dangles Jr,XB,Left,EN,H,5,,,,,
Ulysses Rove,SM,Right,WC,H,5,,,,,
Pedro Cerrano-Spaz,S,Left,BS,B,5,,,,,
Buckeye Logan II,BC,Right,,,5,,,,,
Blackbean Burrito,1B,Right,EG,H,5,,,,,
Corey Scooter,XB,Right,,,5,,,,,
Alex Moran,1B,Right,,,5,,,,,
Bud Tuggli,BN,Left,TT,H,5,,,,,
Homer Nocker,SF,Right,EG,S,5,,,,,
Cagney O’verpaid,WC,Left,SF,B,5,,,,,
Cal Otter,1B,Left,,,5,,,,,
David Roidtiz,TT,Right,,,5,,,,,
Thatisno Pinettar,SM,Left,WC,S,5,,,,,
Luke Skywalker,MH,Right,,,5,,,,,
Pete Wheeler,XB,Right,,,5,,,,,
Zelk Antilles,SF,Left,EN,H,5,,,,,
Oswald Thatendswald,TT,Left,,,5,,,,,
Stan Mann,1B,Right,,,5,,,,,
Q Kimbrel,TT,Left,NH,S,5,,,,,
Chase Hillinger,MH,Right,,,5,,,,,
Oliver Skipp,BC,Right,,,5,,,,,
Tex Hershey,WC,Left,BS,B,5,,,,,
Xerxes Dalin,SF,Left,BF,H,5,,,,,
Buzz Schwinghammer,BP,Right,,,5,,,,,
Stella Adams,BP,Right,,,5,,,,,
Julio Escobar,MH,Right,,,5,,,,,
Baron Harold Willingsby,WC,Right,,,5,,,,,
Dixon Uraz,S,Left,FP,S,5,,,,,
Thelonius Junk,SF,Left,NH,H,5,,,,,
Mongy Whumpus,1B,Left,TD,H,5,,,,,
Pickle Rick Vaughan,MH,Right,NT,H,5,,,,,
Barney Summers,1B,Left,,,5,,,,,
Gang Weed,BC,Left,,,5,,,,,
Joe Watson,WC,Right,TD,S,5,,,,,
Batter Buckland,S,Right,BS,B,5,,,,,
Slappy McBatty,BN,Right,,,5,,,,,
Lloyd Gross,XB,Left,BS,H,5,,,,,
Cue Anon,1B,Right,,,5,,,,,
Tommy Testudo,WC,Right,,,5,,,,,
Dillon Cheer,SF,Right,NT,H,5,,,,,
Charpasm Chim,XB,Left,SF,H,5,,,,,
Thomas Nova,BP,Left,EG,H,5,,,,,
Dakota Carolina Montana,S,Left,EG,H,5,,,,,
Dan Gerzone,1B,Right,BS,B,5,,,,,
Bubkis Fajita,1B,Right,,,5,,,,,
Gimpy Schlempteen 32,1B,Left,NH,S,5,,,,,
Dart Ragusa,TT,Right,TT,B,5,,,,,
Darth Vader,1B,Right,FP,S,5,,,,,
Dermot Mulveiny,BN,Right,,,5,,,,,
Derek Bongiovanni,1B,Right,FP,B,5,,,,,
Arthur Dent,1B,Right,,,5,,,,,
Reimer Gonzalez,WC,Right,BS,H,5,,,,,
Morris Deratt,BN,Left,,,5,,,,,
Declan Decanter,1B,Right,FP,S,5,,,,,
Freddie Huff,WC,Right,,,5,,,,,
Deej Gambino,WC,Right,,,5,,,,,
Robert Callahan,XB,Right,,,5,,,,,
Sammy Tee,S,Right,NT,H,5,,,,,
Alexander West,TT,Left,TT,B,5,,,,,
Yolo Hernandez,WC,Right,TT,H,5,,,,,
David Peterson,EN,Left,,,5,,,,,
Tyler Pylon,1B,Left,FP,S,5,,,,,
Wade Wilson,BN,Right,BF,B,5,,,,,
Joe Nastasi,WC,Right,FP,H,5,,,,,
Hayden McCloud,XB,Left,WC,S,5,,,,,
Bob Dobby,WC,Right,WC,H,5,,,,,
Doc Dockgoose,BN,Left,TT,H,5,,,,,
Jay Peg,WC,Right,,,5,,,,,
Dogwood Maple,XB,Right,BF,B,5,,,,,
Doob Tuber,XB,Left,TT,H,5,,,,,
Cam'ron,1B,Right,,,5,,,,,
Cali Guerensk,EN,Right,NH,B,5,,,,,
Monica M. Clinton,WC,Left,FP,H,5,,,,,
Dooper McPooperscooper,1B,Left,,,5,,,,,
Eli Sasak,BN,Right,,,5,,,,,
Mike Broson,SM,Right,NT,S,5,,,,,
Brian Talapia,BP,Left,,,5,,,,,
Duke Marriot,SF,Right,TT,H,5,,,,,
Dallas Hamilton,S,Right,,,5,,,,,
Doc Crudelly,HK,Right,EG,H,5,,,,,
Dylan Green,1B,Right,FP,S,5,,,,,
Shygen Tinybeard,WC,Right,,,5,,,,,
Emerson Austin,BP,Right,BF,H,5,,,,,
Jimmy Johns,BC,Left,TD,B,5,,,,,
Joe Mama,WC,Left,,,5,,,,,
Benjamin Abenduct,S,Left,EN,H,5,,,,,
Einhorn,SF,Right,TT,H,5,,,,,
Ray Saint Pete,1B,Right,,,5,,,,,
Etsuko Rune,XB,Left,EG,S,5,,,,,
Heinrich Frosch,SF,Left,EN,S,5,,,,,
Bob Kelso,WC,Right,BS,H,5,,,,,
Speedo Meter,S,Right,TD,B,5,,,,,
Erin Pickles,WC,Right,,,5,,,,,
Edward Duncan,BP,Right,BS,S,5,,,,,
Ethan Franklin,1B,Right,,,5,,,,,
Andrew Reed,1B,Right,BF,H,5,,,,,
Nikolas Romero,BN,Right,,,5,,,,,
Rick McLightning,BN,Right,,,5,,,,,
Jerry Stocker,MH,Left,,,5,,,,,
Nikki Falke,BC,Left,,,5,,,,,
Mike Litoris,BC,Left,BS,B,5,,,,,
Jackson Sanchez,SF,Right,NT,H,5,,,,,
Simba Martinez,S,Right,FP,S,5,,,,,
Buck Armstrong,BP,Right,,,5,,,,,
Jack Meoff,1B,Right,,,5,,,,,
Mattress Cadaire,BC,Right,FP,S,5,,,,,
Nikola Tefla,1B,Left,FP,S,5,,,,,
Ferret McGivins,XB,Right,BB,B,5,,,,,
B.a. Dickey,S,Left,NH,S,5,,,,,
Clip Toller,BP,Left,,,5,,,,,
Yeety Pete,TT,Right,,,5,,,,,
Fik Seiko,WC,Left,EG,B,5,,,,,
Chad Berry,WC,Right,,,5,,,,,
Francis X. Clampazzo,WC,Right,TD,H,5,,,,,
Buttfart McPoopus,BP,Right,WC,S,5,,,,,
Star Burns,BP,Right,EG,B,5,,,,,
Ed Turner,BC,Right,BB,S,5,,,,,
Fuzzy Dunlop,WC,Left,TD,B,5,,,,,
Brussel Ranyan,TT,Left,,,5,,,,,
Bob Robb,S,Left,EG,H,5,,,,,
Garitek,BC,Right,,,5,,,,,
Mike Oxlong,XB,Right,,,5,,,,,
Amper Sand,BP,Right,,,5,,,,,
Donkey Kong,BC,Left,BS,B,5,,,,,
Merodach Baladan,1B,Right,,,5,,,,,
Johnny Hendrix,BC,Right,BS,B,5,,,,,
Angel Leon,BN,Right,BS,B,5,,,,,
Apple Watch,BC,Left,,,5,,,,,
Dixie Normos,S,Right,,,5,,,,,
Seik Golden,BC,Right,EG,B,5,,,,,
Andrew Peters,BN,Left,BS,H,5,,,,,
Mac Daddy,BP,Right,,,5,,,,,
Tonto Kowalski,SM,Left,FP,B,5,,,,,
Cam Caminiti,TT,Right,,,5,,,,,
Haloick Oasis,S,Left,NT,B,5,,,,,
Hamish McSmashithard,XB,Left,,,5,,,,,
Ducci Verducci,MH,Left,EG,S,5,,,,,
Hank Murphy,1B,Right,BS,S,5,,,,,
Hans Ali,MH,Right,NH,S,5,,,,,
Ross Ewage,XB,Right,TD,H,5,,,,,
Hero Brine,BP,Right,WC,H,5,,,,,
Matt Himynamis,WC,Right,FP,S,5,,,,,
Henry Crowell,EN,Right,EN,S,5,,,,,
Oxleohl Driver,S,Left,,,5,,,,,
Jack Yakker,WC,Right,NH,B,5,,,,,
Harry McPotterson,WC,Left,BF,H,5,,,,,
Moe Lester,BC,Left,BF,B,5,,,,,
Garfield Chubbs,BP,Right,TD,S,5,,,,,
Moose McCracken,BC,Right,,,5,,,,,
Trevor Mouseman,BC,Right,,,5,,,,,
ViktRon Swanson,SM,Left,NT,S,5,,,,,
Dwayne Stevenson,XB,Right,,,5,,,,,
Hudson Hildebrandt,SM,Left,TT,H,5,,,,,
Iama Human,HK,Left,TT,H,5,,,,,
King Fielder,BP,Right,,,5,,,,,
Husky Pawson,WC,Right,,,5,,,,,
Hunter Scott,TT,Right,TT,H,5,,,,,
Chuck Tingle,BP,Left,NH,B,5,,,,,
Saitoo Syde,TT,Right,EN,B,5,,,,,
Les Dee-Ache,WC,Right,,,5,,,,,
Nelson Van Halen,HK,Right,TT,B,5,,,,,
Lawrence Wiseman,BP,Right,BB,B,5,,,,,
Ioe Torrent,HK,Right,WC,H,5,,,,,
Mike Fruitstand,BC,Right,EG,S,5,,,,,
Mantis Toboggan,BP,Right,,,5,,,,,
Leonard Boyfriend,1B,Left,NT,H,5,,,,,
Johnny Hustle,BP,Right,FP,H,5,,,,,
Isaac Saffron,1B,Left,WC,S,5,,,,,
Doc JaAm,1B,Right,,,5,,,,,
JC Nicholson,WC,Right,,,5,,,,,
Jack Ryan,BN,Right,WC,H,5,,,,,
Jacky Wacky,EN,Left,TT,H,5,,,,,
Ty Palmatier,SM,Right,NT,H,5,,,,,
Jerry Ricecake,BN,Right,BS,H,5,,,,,
Jason Varitek,SM,Right,,,5,,,,,
Jack Jackie Jackson,MH,Right,,,5,,,,,
Cy Hadd Jr.,1B,Left,WC,B,5,,,,,
Jeff Steelflex,1B,Left,TT,B,5,,,,,
Lord Azula,XB,Left,EG,S,5,,,,,
Jeo From,S,Right,,,5,,,,,
Jeremy Carolina,XB,Right,,,5,,,,,
Slapshot Brady,XB,Right,,,5,,,,,
Xavier Quinn Jr.,BP,Right,,,5,,,,,
Todd Bonzalez II,BN,Left,,,5,,,,,
Dr. Tuna Altuna,SF,Left,FP,S,5,,,,,
J.J. Romero,BN,Right,,,5,,,,,
Fernando Cruz,BP,Right,BF,B,5,,,,,
Chris P. Bacon,BC,Right,FP,S,5,,,,,
Jack Marnette,1B,Right,,,5,,,,,
James Jameson LXIX,1B,Left,WC,B,5,,,,,
Michael Ikenberry,SM,Left,BB,B,5,,,,,
Joey McCarty,MH,Right,NH,H,5,,,,,
Joe Whomper,XB,Right,,,5,,,,,
Willow Briansdottir,WC,Right,,,5,,,,,
Coco Watanabe,1B,Right,,,5,,,,,
J.J. Guemes,1B,Right,TT,H,5,,,,,
Wonder Francoh,XB,Right,,,5,,,,,
Harry Peritestes,1B,Right,EG,H,5,,,,,
Good Doggo,BC,Right,EG,S,5,,,,,
Don Chalupa,BC,Right,NH,H,5,,,,,
Magnus Dongfest,1B,Right,,,5,,,,,
Pete Parker,XB,Right,,,5,,,,,
Gray Goose McGillicuddy,S,Right,EG,H,5,,,,,
Gob Bibson,MH,Left,TD,H,5,,,,,
Jumbo Dick,BP,Left,,,5,,,,,
Juni Panda,SF,Left,TT,H,5,,,,,
P'quilla Porgsby,XB,Right,,,5,,,,,
JZ,SM,Right,WC,S,5,,,,,
Wallace Grommet,BC,Right,WC,S,5,,,,,
KC Bats,BP,Right,WC,H,5,,,,,
Robin Reynolds,TT,Right,TT,H,5,,,,,
Kevin Arianna,MH,Left,TD,S,5,,,,,
Bear Thomas,HK,Right,,,5,,,,,
Rekt Keyo,BC,Right,NH,S,5,,,,,
Kenny Pupton,XB,Right,EG,H,5,,,,,
Whitt Bass,1B,Right,NT,S,5,,,,,
Yahtzee Pinocchio,BC,Left,WC,B,5,,,,,
Johññy Coppolella,BC,Right,BB,H,5,,,,,
Charles Martel,S,Right,,,5,,,,,
Jeremy Nakamoto,BC,Right,,,5,,,,,
Duke Silver,WC,Right,BS,B,5,,,,,
Kenneth Moore,BN,Left,,,5,,,,,
Sandy Zipp,EN,Left,TT,H,5,,,,,
Orlando Champagne,BP,Right,BS,H,5,,,,,
Johnny Omar,1B,Right,,,5,,,,,
Frank Rivers,SM,Right,BF,S,5,,,,,
Jin Yang,1B,Right,WC,B,5,,,,,
Deku Matsui,BC,Right,BS,H,5,,,,,
Kyle Corbett,BP,Right,BS,B,5,,,,,
Dirk Digglet,1B,Left,NH,H,5,,,,,
LaPrince Frye,BC,Right,,,5,,,,,
Dirk Leschnewski,BP,Right,NT,B,5,,,,,
Blandon Brade,BP,Right,,,5,,,,,
Nickey Hallaway,WC,Right,FP,H,5,,,,,
King Kruul,TT,Left,,,5,,,,,
Garrett Evans,BC,Right,BS,B,5,,,,,
Lefty Louis,SF,Left,FP,S,5,,,,,
J.E. Wilkins,S,Left,TD,H,5,,,,,
Lightning Balls,BC,Right,,,5,,,,,
DeVon Pepper,BP,Left,,,5,,,,,
Leroy Hawk,1B,Left,,,5,,,,,
Filib Al'anhar Jr.,MH,Left,TT,H,5,,,,,
Luap Renraw,1B,Right,,,5,,,,,
Lance Lummox,BN,Right,,,5,,,,,
Moby Dick,BN,Left,WC,H,5,,,,,
Mutton Happleburth,BP,Left,,,5,,,,,
Emer Bock,BN,Left,,,5,,,,,
Catfish O'Acid,BC,Right,BF,H,5,,,,,
Mackin Tosh,SM,Left,NH,S,5,,,,,
Matt Taylor,BC,Right,,,5,,,,,
Matthew Paul,MH,Right,,,5,,,,,
Max Wasson,BC,Right,,,5,,,,,
Kyle Bellinger,BC,Left,,,5,,,,,
Jonny Mac,S,Right,,,5,,,,,
Dallas Houston,BP,Right,,,5,,,,,
Chip Otle,MH,Left,BS,H,5,,,,,
